City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,remire-montjoly,4.9167,-52.2667,26.02,89,0,0.0,GF,1702956556
361,sisimiut,66.9395,-53.6735,-9.65,74,100,14.34,GL,1702956768
362,lazaro cardenas,17.9583,-102.2,24.89,85,8,1.65,MX,1702956768
363,mata-utu,-13.2816,-176.1745,28.78,76,80,3.87,WF,1702956768
364,kavaratti,10.5669,72.642,24.58,91,100,1.58,IN,1702956584
365,guerrero negro,27.9769,-114.0611,19.43,62,61,4.74,MX,1702956587
366,vanino,49.0869,140.2543,-13.46,68,100,2.36,RU,1702956769
367,lyozna,55.0249,30.7956,1.65,100,100,4.64,BY,1702956769
368,imperatriz,-5.5264,-47.4917,25.89,74,88,0.71,BR,1702956769
369,cedeira,43.6797,-8.0209,6.32,81,19,3.72,ES,1702956769
370,palmer,42.1584,-72.3287,7.34,87,87,4.34,US,1702956769
371,taco pozo,-25.6167,-63.2833,19.25,91,100,5.73,AR,1702956769
372,gloucester,51.8657,-2.2431,13.06,89,100,4.5,GB,1702956769
373,nishiwaki,34.9833,134.9667,8.66,44,96,2.28,JP,1702956769
374,puerto quijarro,-17.7833,-57.7667,27.63,51,43,0.42,BO,1702956769
375,newman,37.3138,-121.0208,14.6,89,100,2.24,US,1702956769
376,luziania,-16.2525,-47.9503,23.83,53,95,1.66,BR,1702956770
377,nsanje,-16.92,35.262,26.21,81,99,2.08,MW,1702956770
378,pontarlier,46.8333,6.25,4.97,51,21,1.55,FR,1702956770
379,sittwe,20.15,92.9,23.54,54,2,1.6,MM,1702956770
380,ornskoldsvik,63.2909,18.7153,-0.47,100,100,2.57,SE,1702956770
381,cabo san lucas,22.8909,-109.9124,25.42,71,20,3.09,MX,1702956522
382,el calafate,-50.3408,-72.2768,12.26,73,94,3.64,AR,1702956770
383,noosa heads,-26.3833,153.15,30.19,69,31,4.25,AU,1702956516
384,meadow lakes,61.6247,-149.6011,-3.73,90,100,0.0,US,1702956770
385,flin flon,54.7682,-101.865,-4.36,86,41,4.46,CA,1702956770
386,khorugh,37.4897,71.553,-7.79,68,100,0.31,TJ,1702956770
387,balqash,46.8481,74.995,-8.67,86,40,7.0,KZ,1702956771
388,olinda,-8.0089,-34.8553,27.85,74,40,3.09,BR,1702956771
389,porto novo,6.4965,2.6036,25.9,82,100,1.93,BJ,1702956566
390,santo antonio do ica,-3.1022,-67.9397,23.82,98,100,0.71,BR,1702956771
391,sungai raya,0.7,108.9,29.08,72,99,0.79,ID,1702956771
392,tura,25.5198,90.2201,21.97,56,10,0.38,IN,1702956771
393,san pedro pochutla,15.7333,-96.4667,22.84,67,48,1.66,MX,1702956771
394,lorengau,-2.0226,147.2712,29.47,73,79,3.13,PG,1702956564
395,raduzhny,62.0961,77.475,-13.19,85,100,8.6,RU,1702956771
396,buka,40.8108,69.1986,3.16,83,100,2.57,UZ,1702956772
397,puerto ayacucho,5.6639,-67.6236,25.43,80,44,2.09,VE,1702956772
398,mount gambier,-37.8333,140.7667,17.93,42,4,5.73,AU,1702956576
399,francisco beltrao,-26.0811,-53.055,20.93,96,100,3.95,BR,1702956772
400,kaa-khem,51.6833,94.7333,-37.55,92,28,0.6,RU,1702956772
401,ugoofaaru,5.6667,73.0,28.15,72,29,2.04,MV,1702956772
402,wanning,18.8003,110.3967,24.21,83,71,5.23,CN,1702956590
403,khovd,48.0056,91.6419,-21.58,75,6,0.13,MN,1702956772
404,fauske,67.2588,15.3918,3.21,89,100,2.04,NO,1702956772
405,vila franca do campo,37.7167,-25.4333,19.23,99,100,4.36,PT,1702956772
406,puerto cabezas,14.0351,-83.3888,22.93,80,60,6.37,NI,1702956772
407,sault ste. marie,46.5168,-84.3333,-5.69,70,20,8.75,CA,1702956773
408,axim,4.8699,-2.2405,25.97,86,50,2.16,GH,1702956773
409,morehead city,34.7229,-76.726,13.33,83,0,3.09,US,1702956773
410,cartagena del chaira,1.3349,-74.8429,22.87,99,100,0.62,CO,1702956773
411,santyoku,37.4406,129.1708,3.05,31,34,1.36,KR,1702956773
412,novaya usman',51.6418,39.4086,2.34,100,100,3.57,RU,1702956773
413,yemva,62.59,50.8594,-7.95,97,92,2.38,RU,1702956773
414,turaif,31.6725,38.6637,4.14,45,0,3.09,SA,1702956773
415,aleg,17.0481,-13.9209,17.34,18,99,6.5,MR,1702956774
416,vilyuysk,63.7553,121.6247,-25.56,98,100,2.68,RU,1702956774
417,taghazout,30.5426,-9.7112,9.43,77,23,2.31,MA,1702956774
418,nilgiri,21.4581,86.7669,21.98,30,43,3.73,IN,1702956774
419,kalininsk,51.5,44.4758,1.0,94,100,5.98,RU,1702956774
420,masina,-4.3836,15.3914,22.19,96,99,0.25,CD,1702956774
421,nantucket,41.2835,-70.0995,9.45,81,75,7.72,US,1702956678
422,angaur state,6.906,134.13,28.52,74,43,6.49,PW,1702956774
423,illizi,26.4833,8.4667,4.92,90,16,3.02,DZ,1702956774
424,vilyuchinsk,52.9306,158.4028,-4.85,76,62,2.69,RU,1702956566
425,keflavik,64.0049,-22.5624,1.24,80,75,8.75,IS,1702956775
426,borsa,47.6553,24.6633,-0.58,91,39,0.37,RO,1702956775
427,rikaze,29.25,88.8833,2.1,21,3,0.71,CN,1702956775
428,laojunmiao,39.8333,97.7333,-11.13,70,61,1.55,CN,1702956775
429,quellon,-43.1167,-73.6167,9.13,86,0,4.39,CL,1702956775
430,cole harbour,44.6724,-63.4751,12.66,96,100,14.31,CA,1702956695
431,mejit,10.2753,170.8646,27.05,75,16,9.99,MH,1702956589
432,gwadar,25.1216,62.3254,21.81,52,0,3.72,PK,1702956775
433,kyzyl-mazhalyk,51.1333,90.6,-36.16,93,54,0.45,RU,1702956775
434,mermoz boabab,14.7065,-17.4758,22.88,28,96,8.23,SN,1702956775
435,martuk,50.7475,56.5056,-7.52,97,100,2.3,KZ,1702956775
436,al jahra',29.3375,47.6581,16.46,76,51,3.22,KW,1702956728
437,saint-affrique,43.9558,2.8892,2.87,74,0,1.24,FR,1702956776
438,karabar,-35.3753,149.2308,33.91,35,89,8.23,AU,1702956776
439,mugia,43.1041,-9.2179,6.06,75,79,1.46,ES,1702956776
440,ca mau,9.1769,105.15,31.16,56,90,3.05,VN,1702956581
441,ambanja,-13.6833,48.45,24.82,94,100,0.53,MG,1702956776
442,santa margherita ligure,44.3346,9.212,13.69,63,2,0.89,IT,1702956776
443,kayyerkan,69.3786,87.7439,-13.72,84,100,11.25,RU,1702956776
444,barranca,-10.75,-77.7667,20.36,90,100,3.67,PE,1702956776
445,kozhevnikovo,56.2589,83.9714,-16.87,77,100,4.01,RU,1702956776
446,sandnessjoen,66.0217,12.6316,3.29,78,100,13.17,NO,1702956556
447,queimadas,-10.9783,-39.6264,22.68,83,66,2.19,BR,1702956777
448,pointe michel,15.25,-61.3833,25.83,78,65,4.77,DM,1702956777
449,minas de marcona,-15.2119,-75.1103,16.3,87,81,4.97,PE,1702956579
450,tawau,4.2498,117.8871,32.07,71,89,1.71,MY,1702956777
451,anna regina,7.2644,-58.5077,25.54,87,45,2.19,GY,1702956777
452,ketchikan,55.3422,-131.6461,5.99,87,100,3.09,US,1702956777
453,waingapu,-9.6567,120.2641,28.72,61,100,2.11,ID,1702956777
454,ambovombe,-25.1667,46.0833,24.81,74,13,4.35,MG,1702956777
455,mirny,62.5353,113.9611,-29.59,98,100,3.49,RU,1702956777
456,ankang,32.68,109.0172,5.75,56,100,0.19,CN,1702956598
457,saint-philippe,-21.3585,55.7679,28.77,76,0,1.01,RE,1702956777
458,bekasi,-6.2349,106.9896,35.27,46,89,5.14,ID,1702956778
459,kayangel,8.0823,134.7173,28.5,75,14,6.31,PW,1702956778
460,val-d'or,48.1002,-77.7828,-5.95,86,100,12.35,CA,1702956601
461,ha'il,27.5219,41.6907,5.01,60,0,2.06,SA,1702956562
462,leava,-14.3,-178.1667,28.83,76,72,6.05,WF,1702956560
463,presque isle,46.6811,-68.0159,13.24,94,100,11.83,US,1702956778
464,maitum,6.0392,124.4986,29.88,71,100,4.34,PH,1702956778
465,vega de alatorre,20.0333,-96.6333,19.85,73,63,1.32,MX,1702956778
466,baro,8.6,6.4167,23.45,29,22,0.94,NG,1702956778
467,sironko,1.2313,34.2477,19.23,68,40,1.82,UG,1702956778
468,nova sintra,14.8667,-24.7167,21.22,70,12,4.73,CV,1702956778
469,kijang,35.2442,129.2139,1.85,28,100,1.34,KR,1702956779
470,sala,34.0389,-6.8166,10.91,93,0,1.54,MA,1702956779
471,milas,37.3164,27.7839,9.15,93,0,1.54,TR,1702956779
472,demyansk,57.643,32.466,2.13,100,100,4.15,RU,1702956779
473,al mutayrifi,25.4788,49.5576,17.19,69,99,2.1,SA,1702956779
474,mafeteng,-29.823,27.2374,19.62,49,73,1.64,LS,1702956779
475,le port,-20.9373,55.2919,29.0,95,0,2.31,RE,1702956779
476,nadi,-17.8,177.4167,27.0,94,40,4.12,FJ,1702956779
477,berdigestyakh,62.0989,126.6992,-32.09,98,100,1.84,RU,1702956779
478,grand-lahou,5.1367,-5.0242,25.52,87,34,1.83,CI,1702956779
479,moirang,24.5,93.7667,12.03,60,6,1.35,IN,1702956780
480,la penita de jaltomba,21.0333,-105.25,24.94,83,58,2.27,MX,1702956780
481,wichian buri,15.6578,101.106,30.52,49,65,3.15,TH,1702956780
482,nuku'alofa,-21.1333,-175.2,29.19,74,40,7.72,TO,1702956780
483,savelugu,9.6244,-0.8253,23.67,14,41,3.89,GH,1702956780
484,greymouth,-42.4667,171.2,16.73,54,66,3.07,NZ,1702956780
485,pitimbu,-7.4706,-34.8086,27.33,82,99,3.67,BR,1702956780
486,grand rapids,42.9634,-85.6681,-0.61,85,75,7.2,US,1702956603
487,ardestan,33.3761,52.3694,5.8,50,100,1.13,IR,1702956780
488,ujjain,23.1833,75.7667,17.16,47,100,4.26,IN,1702956780
489,hami,42.8,93.45,-10.42,43,0,1.66,CN,1702956781
490,bandar lampung,-5.4254,105.258,30.09,56,98,3.92,ID,1702956781
491,magadan,59.5667,150.8,-22.06,84,63,5.32,RU,1702956566
492,bulayevo,54.9056,70.4439,-4.6,97,100,2.51,KZ,1702956781
493,masterton,-40.9597,175.6575,26.47,38,22,3.14,NZ,1702956781
494,segorbe,39.8138,-0.4521,4.51,64,1,2.54,ES,1702956781
495,rolla,37.9514,-91.7713,-1.69,58,0,3.09,US,1702956737
496,valdivia,-39.8142,-73.2459,14.05,69,0,1.6,CL,1702956675
497,rice lake,45.5061,-91.7382,-9.82,75,0,1.54,US,1702956781
498,kutum,14.2,24.6667,14.81,46,16,3.23,SD,1702956781
499,chinsali,-10.5414,32.0816,19.77,80,83,0.9,ZM,1702956781
500,changqing,36.5575,116.7272,-4.91,79,74,4.67,CN,1702956782
501,mersa matruh,31.3525,27.2453,18.11,68,40,6.69,EG,1702956782
502,bandarbeyla,9.4942,50.8122,25.33,80,98,10.89,SO,1702956782
503,weihai,37.5017,122.1136,0.47,89,58,10.12,CN,1702956782
504,rio san juan,19.6439,-70.0763,23.98,91,100,2.49,DO,1702956782
505,colonia,50.9333,6.95,6.59,82,100,4.63,DE,1702956589
506,galesong,-5.3166,119.3661,31.01,62,98,3.74,ID,1702956782
507,ujkigyos,46.5833,21.0333,1.78,80,9,2.55,HU,1702956782
508,plettenberg bay,-34.0527,23.3716,16.07,85,34,1.11,ZA,1702956576
509,horezu,45.15,24.0167,5.3,60,10,1.84,RO,1702956783
510,korfovskiy,48.2183,135.0564,-24.22,86,65,2.09,RU,1702956783
511,zhezqazghan,47.7833,67.7667,-8.68,86,100,8.0,KZ,1702956783
512,ladysmith,48.9829,-123.8194,7.88,98,100,2.06,CA,1702956783
513,rajpipla,21.8667,73.5,21.86,35,100,3.26,IN,1702956783
514,marsa alam,25.0757,34.8918,20.28,68,8,5.41,EG,1702956560
515,bayganin,48.6947,55.8742,-1.69,99,100,3.59,KZ,1702956783
516,maceio,-9.6658,-35.7353,24.69,100,75,2.06,BR,1702956783
517,onega,63.9061,38.1404,-1.63,97,100,3.16,RU,1702956784
518,ciudad guayana,8.3533,-62.6528,26.96,83,76,2.16,VE,1702956784
519,dharchula,29.85,80.5333,16.61,12,0,0.29,IN,1702956784
520,dhuusamarreeb,5.535,46.3861,24.25,66,77,6.55,SO,1702956784
521,abra pampa,-22.7205,-65.697,13.7,61,100,1.91,AR,1702956784
522,namibe,-15.1961,12.1522,22.63,82,94,2.3,AO,1702956784
523,parkes,-33.1333,148.1833,34.64,26,100,1.34,AU,1702956709
524,suntar,62.1444,117.6319,-27.29,94,100,3.24,RU,1702956785
525,luau,-10.7073,22.2247,18.32,97,100,0.33,AO,1702956785
526,wynyard,-41.0,145.7167,19.03,37,6,5.12,AU,1702956785
527,ponce,18.073,-66.6185,25.28,83,51,1.94,PR,1702956785
528,beyneu,45.3167,55.2,2.19,99,100,7.19,KZ,1702956785
529,sechura,-5.5569,-80.8222,22.54,79,95,5.92,PE,1702956785
530,boa vista,2.8197,-60.6733,28.99,61,0,2.06,BR,1702956785
531,lexington park,38.2668,-76.4538,7.82,50,40,6.69,US,1702956785
532,pangody,65.85,74.4859,-13.56,91,100,8.84,RU,1702956785
533,yamethin,20.4333,96.15,25.63,59,25,2.06,MM,1702956786
534,chinchilla,-26.75,150.6333,35.0,24,40,4.92,AU,1702956786
535,fort mcmurray,56.7268,-111.381,-2.27,59,0,4.63,CA,1702956622
536,angat,14.9333,121.0333,32.12,59,97,5.64,PH,1702956786
537,nyagan,62.1406,65.3936,-11.31,93,100,3.63,RU,1702956786
538,amble,55.3333,-1.5833,9.42,87,75,3.6,GB,1702956786
539,kill devil hills,36.0307,-75.676,10.01,68,75,4.12,US,1702956786
540,san pablo viejo abajo,8.4546,-82.5082,26.35,93,40,3.58,PA,1702956786
541,kloulklubed,7.0419,134.2556,30.28,74,37,6.71,PW,1702956787
542,mahibadhoo,3.7833,72.9667,28.28,73,55,0.38,MV,1702956787
543,morondava,-20.2833,44.2833,27.72,69,25,1.51,MG,1702956787
544,sikasso,10.9167,-7.0,19.6,19,47,3.47,ML,1702956787
545,vernon,50.2581,-119.2691,2.34,86,100,2.06,CA,1702956787
546,aflou,34.1128,2.1023,2.83,90,100,7.54,DZ,1702956661
547,malpica,43.3228,-8.8105,7.36,93,37,2.15,ES,1702956787
548,beira,-19.8436,34.8389,26.05,83,40,1.54,MZ,1702956787
549,nicoya,10.1483,-85.452,24.56,71,66,5.78,CR,1702956787
550,strezhevoy,60.7333,77.5889,-12.8,85,100,8.49,RU,1702956788
551,sompeta,18.9333,84.6,23.15,49,21,3.43,IN,1702956788
552,kattivakkam,13.2167,80.3167,27.05,66,40,6.34,IN,1702956788
553,oranjemund,-28.55,16.4333,14.67,92,10,4.85,NA,1702956788
554,marica,-22.9194,-42.8186,24.97,93,3,2.89,BR,1702956788
555,darwin,-12.4611,130.8418,32.99,66,40,7.72,AU,1702956673
556,sabang,5.8933,95.3214,28.12,79,98,8.15,ID,1702956788
557,atlantic city,39.3643,-74.4229,6.68,63,100,3.6,US,1702956588
558,haiku-pauwela,20.9219,-156.3051,23.01,77,20,8.75,US,1702956788
559,bhavani,11.45,77.6833,24.6,70,30,4.19,IN,1702956788
560,redwood falls,44.5394,-95.1169,-5.99,73,0,2.57,US,1702956539
561,kerikeri,-35.2268,173.9474,22.13,65,40,2.29,NZ,1702956789
562,faya-largeau,17.9257,19.1043,19.37,37,3,8.19,TD,1702956789
563,tamanrasset,22.785,5.5228,1.95,32,0,2.57,DZ,1702956789
